@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
10520,18068,18671,20741,0,0,0,0.572917,0.572917,0
6302,10712,13497,12105,5,1,1,0.916667,0.916667,1
3698,10963,12756,12191,6,1,1,1.38542,1.38542,1
4316,12935,15000,14378,0,1,1,0.822917,0.822917,0
2456,11467,10422,10978,0,0,0,0.708333,0.708333,0
988,3653,3072,3072,1,1,1,1.34375,1.34375,1
3962,6992,6441,6166,7,0,0,1.75,1.75,1
2412,5420,5319,5342,7,1,0,1.72917,1.72917,0
1913,4544,4288,4210,2,1,1,0.979167,0.979167,1
3962,6353,6922,6421,0,1,1,0.833333,0.833333,0
2259,5211,5238,5133,2,0,0,1.02083,1.02083,0
869,3681,4270,4006,0,0,0,1.28125,1.28125,0
7445,10200,12097,12229,7,0,0,1.16667,1.16667,0
1756,4770,5596,4911,2,1,1,0.9375,0.9375,1
23326,9432,11753,10076,7,1,1,0.916667,0.916667,1
632,3705,4489,3694,1,0,0,0.822917,0.822917,0
3785,7627,6425,6425,5,1,1,0.645833,0.645833,1
5551,7786,8337,8061,6,0,0,0.828125,0.828125,1
6256,6173,7167,7381,7,0,0,1.10417,1.10417,0
10736,10033,11464,11283,2,1,1,1.1875,1.1875,1
2396,4732,4440,3889,2,1,1,1.44792,1.44792,1
3654,6283,5329,5053,0,0,0,1.20833,1.20833,0
2348,4000,4276,4000,0,0,0,0.947917,0.947917,0
1825,8034,7338,6642,0,1,1,1.25,1.25,0
5016,11684,10992,10992,7,0,0,1.14583,1.14583,1
2837,8219,7523,7523,0,1,1,0.979167,0.979167,0
1106,7309,6613,6613,2,1,0,0.75,0.75,0
3386,9597,8204,8204,0,1,1,0,0,0
2412,11940,7577,7577,0,1,1,0.416667,0.416667,0
1291,7278,5622,5622,0,1,1,0.421875,0.421875,0
5099,12101,11340,10643,0,1,1,0.541667,0.541667,0
2317,12043,7144,6447,0,1,1,0.697917,0.697917,0
5836,12758,11475,11475,0,1,1,0.416667,0.416667,0
724,6945,6249,5552,6,1,0,0.166667,0.166667,0
4362,12287,11937,9877,0,1,1,0.5,0.5,0
5290,11896,10643,10643,2,1,0,0.578125,0.578125,0
5939,14573,13953,12682,0,1,1,0.3125,0.3125,0
6967,14475,15259,10449,6,1,1,0.666667,0.666667,1
3172,10176,8188,7491,7,1,1,0.875,0.875,1
4518,9168,8471,7775,0,1,1,0.416667,0.416667,0
2636,10451,7937,7240,0,1,1,0.333333,0.333333,0
696,8292,6241,6241,0,1,1,1.59375,1.59375,0
3798,13854,11637,12780,7,0,0,1.27083,1.27083,1
1817,10060,10087,10113,0,1,1,1.27083,1.27083,0
2309,10535,7993,10172,2,1,0,0.895833,0.895833,0
3425,11102,14095,13036,0,1,1,0.5,0.5,0
2558,11509,8826,8130,0,1,1,0.604167,0.604167,1
1145,8761,6694,6694,0,1,1,0.875,0.875,0
6625,15003,15140,13330,0,1,1,0.635417,0.635417,0
1774,8714,11499,9529,0,1,1,0.75,0.75,0
10482,13549,18660,15303,0,1,1,0.458333,0.458333,1
1325,10378,7630,7630,1,1,1,0.65625,0.65625,1
3808,11196,11196,10500,0,1,1,1.02083,1.02083,0
4219,14024,14348,12273,0,1,1,0.75,0.75,0
4253,13672,11375,10679,0,1,1,0.416667,0.416667,0
7089,13218,13218,12522,0,1,1,0.916667,0.916667,0
2427,8572,8572,7876,0,1,1,1.08333,1.08333,1
2879,10494,9388,9388,0,1,1,1,1,0
2554,9454,10155,10194,0,1,1,0.770833,0.770833,0
976,1542,1542,1553,4,0,0,1.6875,1.6875,1
4057,4243,4219,4561,1,0,0,2.04167,2.04167,1
2335,2505,2510,2625,4,1,0,2,2,1
1612,1534,1951,1663,2,0,0,1.8125,1.8125,1
3811,4037,4215,3885,1,0,0,1.60417,1.60417,1
2453,2233,2847,2849,2,0,0,1.70833,1.70833,1
484,1016,1049,1106,7,0,0,1.84375,1.84375,1
7359,6862,7729,7440,2,0,0,1.84375,1.84375,1
2277,2430,2848,2812,7,0,0,1.73958,1.73958,1
7926,4435,5192,3852,7,1,1,1.8125,1.8125,1
852,1317,1417,1361,1,0,0,1.84375,1.84375,1
4303,2641,2977,3231,1,1,0,1.71875,1.71875,1
5313,4699,5981,5841,2,1,0,1.67188,1.67188,1
6853,4645,5537,4276,4,1,0,1.86458,1.86458,1
4304,4644,5422,4474,1,1,0,2.26042,2.26042,1
4911,5250,5533,5194,7,1,1,2.21875,2.21875,1
4242,4551,4468,4939,1,0,0,2.28125,2.28125,1
3032,3090,3484,3340,6,0,0,2.01042,2.01042,1
930,3021,2812,2812,6,0,0,1.84375,1.84375,1
10162,7473,9495,8967,7,0,0,1.77083,1.77083,1
2123,4014,4014,3805,0,0,0,2.04167,2.04167,0
1173,2951,3752,3613,2,1,1,1.16667,1.16667,1
3787,5456,6818,7505,5,0,0,1.58333,1.58333,0
1985,3658,3658,3777,1,0,0,1.22917,1.22917,1
957,2556,2816,2816,0,0,0,1.59375,1.59375,0
10238,12205,13845,10636,1,1,1,1.22917,1.22917,1
1910,3613,4219,4010,0,0,0,1.48958,1.48958,1
12587,6886,7265,6667,2,1,1,1.19792,1.19792,1
642,2608,2399,2798,5,1,1,1.38542,1.38542,1
4231,5291,5872,5872,5,1,0,1.33333,1.33333,1
5320,6455,7202,6993,1,0,0,1.29688,1.29688,1
5972,7265,7607,8038,2,1,1,1.5625,1.5625,1
6562,7608,8444,7399,5,1,1,2,2,1
3095,4502,4350,3783,2,1,1,2.08333,2.08333,1
2324,6013,3508,3238,4,1,1,1.86458,1.86458,1
2843,4119,4119,3701,1,0,0,1.65625,1.65625,1
853,3299,3299,3023,7,1,1,1.65625,1.65625,1
4699,6903,6903,7729,7,1,0,1.77083,1.77083,1
2182,4333,4057,3782,0,0,0,1.29167,1.29167,0
1755,4553,3469,3420,6,1,1,1.14583,1.14583,1
2294,4746,6646,5674,0,0,0,1,1,0
2621,5010,4549,4274,1,1,1,1.02083,1.02083,1
1216,4499,3223,3223,0,0,0,1.23438,1.23438,0
10887,12216,17187,15541,7,1,1,1.15625,1.15625,1
2062,6152,4238,3962,6,0,0,1.34375,1.34375,1
18351,10661,7914,10278,7,1,1,0.989583,0.989583,1
689,3472,2645,2370,1,1,1,1.29167,1.29167,1
3665,6950,6384,8363,5,1,1,1.02083,1.02083,1
5878,7789,7662,7239,2,0,0,1.14062,1.14062,0
5151,7314,8209,7981,6,1,1,1.21875,1.21875,1
10574,9902,10949,10767,6,1,0,1.76042,1.76042,1
2240,4310,3670,3528,1,1,1,1.69792,1.69792,1
2724,5242,4499,4391,1,0,0,1.625,1.625,0
2245,5602,4196,3920,1,0,0,1.13542,1.13542,0
855,8477,6430,6430,0,1,1,1.53125,1.53125,1
4670,12072,16915,15644,2,0,0,1.66667,1.66667,1
2000,8857,8161,7465,0,1,1,1.1875,1.1875,0
1296,12340,7825,7825,0,1,1,1.0625,1.0625,0
4905,10546,13331,11242,0,1,1,0.5,0.5,0
2781,9736,8981,8285,0,1,1,1.02083,1.02083,0
720,11685,7899,7203,0,1,1,1.125,1.125,0
6923,11101,12778,10007,0,1,1,1.0625,1.0625,1
2180,9056,9056,8360,0,1,1,0.875,0.875,0
6867,12024,15578,13405,1,1,1,0.510417,0.510417,1
1196,6747,6051,5354,1,1,1,0.65625,0.65625,1
5225,15222,13004,12337,0,1,1,0.8125,0.8125,0
4341,11180,10770,11149,0,1,1,0.75,0.75,0
4363,10544,11260,10585,0,1,1,0.802083,0.802083,0
6314,13829,11820,11123,2,1,1,1.08333,1.08333,1
2510,8692,7996,7300,1,1,0,1.36458,1.36458,0
3461,9770,7866,7866,0,1,1,0.739583,0.739583,0
2624,8664,7271,6575,0,1,1,0.6875,0.6875,0
816,11258,6364,5667,4,1,1,1.5,1.5,1
3676,12433,14561,13669,2,0,0,1.6875,1.6875,1
2467,12115,8678,7982,0,1,1,0.458333,0.458333,0
907,10665,7171,7171,0,1,1,1.08333,1.08333,0
4530,9302,12784,12087,0,1,1,0,0,0
1729,8633,7937,7937,0,1,1,0.833333,0.833333,0
1641,11199,8084,7388,0,1,1,0.71875,0.71875,0
15226,22295,23954,20788,0,1,1,1.02083,1.02083,0
2837,12463,9045,9045,0,1,1,0.71875,0.71875,0
5512,12260,15033,14688,5,1,1,0.458333,0.458333,1
1103,7276,6580,5884,0,1,1,0.625,0.625,1
6141,15270,13721,13043,0,1,1,0.666667,0.666667,1
5505,12512,11815,11119,0,1,1,0.25,0.25,0
6913,18339,13148,13148,0,1,1,0.552083,0.552083,0
9962,19817,16553,16162,2,0,0,0.875,0.875,0
2679,9127,8687,7991,1,1,1,1.10417,1.10417,1
2476,8880,8880,8184,0,1,1,0.958333,0.958333,0
3320,8561,10456,8019,4,1,1,0.78125,0.78125,1
1201,4718,3481,3481,2,0,0,1.8125,1.8125,1
5131,9268,9342,9612,2,0,0,1.60417,1.60417,1
2039,4989,4430,4430,0,0,0,1.10417,1.10417,0
1247,4505,3878,3878,7,1,1,1.1875,1.1875,1
3276,6642,6367,6642,0,0,0,1.02083,1.02083,0
1590,4446,4170,3895,4,1,1,1.04167,1.04167,1
480,3525,2974,2974,0,1,1,0.890625,0.890625,0
9688,12417,15271,14170,0,1,1,0.989583,0.989583,1
2037,5619,5219,4944,6,0,0,1.30208,1.30208,1
2316,5076,6919,4827,7,1,1,1.10417,1.10417,1
654,3412,3136,2861,5,1,1,1.4375,1.4375,1
3053,4807,4809,5083,5,0,0,1.19792,1.19792,0
5775,5767,7776,6701,2,1,0,0.953125,0.953125,0
8174,7715,8541,9748,7,1,1,1.23958,1.23958,1
4591,6582,6243,5968,6,0,0,1.79167,1.79167,1
3561,6248,5694,5143,0,1,1,1.92708,1.92708,1
2228,4435,4160,3618,4,1,1,1.51042,1.51042,1
2914,5433,4878,4331,6,1,1,1.22917,1.22917,1
924,11335,7150,6454,7,1,1,1.46875,1.46875,1
4118,10774,10078,11945,6,1,1,1.5625,1.5625,1
2969,13734,9036,8340,0,1,1,0.4375,0.4375,0
1117,11443,7487,9307,0,1,1,1.10417,1.10417,0
3862,14710,13926,13229,0,1,1,0,0,0
1503,12560,7786,7786,0,1,1,1,1,1
586,11643,7665,6969,0,1,1,0.71875,0.71875,0
8263,15585,15585,14889,0,1,1,0.979167,0.979167,0
2937,13773,10068,9371,0,1,1,0.770833,0.770833,0
3246,14489,14772,14169,2,1,1,0.510417,0.510417,1
1071,9421,8051,7354,0,1,1,0.927083,0.927083,1
5738,11875,13126,14660,0,1,1,0.708333,0.708333,1
3207,17563,14184,13487,0,1,1,0.25,0.25,0
7173,16182,16867,16244,0,1,1,0.541667,0.541667,0
5609,14717,12720,11269,2,1,1,0.927083,0.927083,1
2885,13919,9096,8400,0,1,1,1.34375,1.34375,1
2385,12632,8108,8108,0,1,1,1.21875,1.21875,0
2914,12391,8441,9581,6,1,1,1.09375,1.09375,1
1680,10740,6570,5873,7,1,1,1.65625,1.65625,1
4294,9891,11845,11742,2,0,0,1.375,1.375,0
2097,8823,6915,6915,0,1,1,0.6875,0.6875,0
1217,9369,9197,8884,0,1,1,1.125,1.125,0
4081,13076,13961,13264,0,1,1,0.5,0.5,0
1231,8295,6208,6208,1,1,1,1.20833,1.20833,1
470,8877,5987,5290,0,1,1,0.5625,0.5625,0
6470,16682,18254,20093,0,1,1,0.708333,0.708333,0
2841,11639,11841,9901,6,1,0,0.604167,0.604167,0
2107,9595,7868,7171,1,1,1,0.604167,0.604167,1
535,7447,6093,5396,0,1,1,0.927083,0.927083,1
3157,12553,10315,9865,0,1,1,0.854167,0.854167,1
2386,9395,10162,8003,4,1,0,0.375,0.375,0
5090,11763,13619,13715,0,1,1,0.625,0.625,0
5310,12707,9980,9283,1,1,1,0.947917,0.947917,1
4538,11912,11247,10551,7,1,1,1.41667,1.41667,1
1743,7926,8004,6698,7,1,1,1.4375,1.4375,1
2485,10179,8194,8194,6,1,1,1.32292,1.32292,1
4072,4128,4519,4508,1,0,0,1.625,1.625,1
2442,2859,3165,3046,2,1,0,2.14583,2.14583,1
1284,2062,2062,2042,2,1,0,2.02083,2.02083,1
2809,3309,3456,3036,4,0,0,1.75,1.75,1
8137,6937,7824,8505,7,1,0,1.58333,1.58333,1
622,1187,1244,1230,7,0,0,1.48438,1.48438,1
7553,7671,8611,8608,6,0,0,1.9375,1.9375,1
2227,2611,2664,2456,1,0,0,2.14583,2.14583,1
1352,1607,1762,1729,7,1,0,1.88542,1.88542,1
1849,2439,2320,2583,1,1,0,1.8125,1.8125,1
2951,2802,3671,3489,5,0,0,1.65625,1.65625,1
2152,3069,2379,2379,1,0,0,1.6875,1.6875,1
4865,3612,3757,3433,2,0,0,2.0625,2.0625,1
7902,6432,7120,6882,1,1,0,2.14583,2.14583,1
8194,8493,8504,8484,6,1,1,2.1875,2.1875,1
1706,3108,2465,2796,7,0,0,1.9375,1.9375,1
2769,3213,3623,4122,6,0,0,1.77083,1.77083,1
1651,4501,3977,4016,4,0,0,1.8125,1.8125,1
4590,5868,6644,6804,5,0,0,1.85417,1.85417,1
2387,4504,4625,5224,6,1,1,2.0625,2.0625,1
1180,2814,3401,3257,2,0,0,1.79167,1.79167,1
3450,5403,6316,6228,4,0,0,1.16667,1.16667,0
2957,6583,6279,5025,7,1,0,1.16667,1.16667,1
1148,2412,2830,2621,7,0,0,1.54688,1.54688,0
13289,12689,17899,12473,5,0,0,1.36458,1.36458,1
2314,4079,4508,3933,6,1,1,1.48958,1.48958,1
1398,3455,3037,3037,2,1,0,1.36458,1.36458,1
859,2950,2532,2114,5,1,0,1.08333,1.08333,1
1920,3934,4143,3516,0,1,1,1.19792,1.19792,1
5020,7856,9502,7851,1,1,1,1.20312,1.20312,1
6975,6271,8300,7665,4,1,1,1.46875,1.46875,1
15336,18019,15529,15152,1,0,0,1.82292,1.82292,1
7973,8641,8623,8732,7,0,0,2,2,1
2147,3800,4601,4215,4,1,1,1.75,1.75,1
2985,4031,4449,4240,6,0,0,1.72917,1.72917,1
1429,4149,3641,3365,2,1,1,1.8125,1.8125,1
4903,8504,7094,7094,5,0,0,1.625,1.625,0
2698,4896,4621,4345,0,1,1,1.125,1.125,0
1373,4895,3947,3947,6,1,1,0.9375,0.9375,1
3964,7962,8737,7930,5,1,0,1.02083,1.02083,0
1816,6017,4807,4532,5,1,1,0.958333,0.958333,1
1051,4610,3566,3566,0,1,1,0.640625,0.640625,0
10898,8725,16281,7753,0,1,1,0.760417,0.760417,1
2074,5061,4510,4510,6,1,1,1.09375,1.09375,1
1775,5716,4194,4470,2,1,1,1.03125,1.03125,1
830,3252,2977,2701,5,1,1,1.34375,1.34375,1
2516,5151,5321,5676,5,0,0,1.14583,1.14583,1
4814,11052,12674,11754,0,1,1,0.9375,0.9375,1
11638,8645,9443,8866,7,0,0,1.28125,1.28125,1
14728,14420,15316,12446,1,1,0,1.83333,1.83333,1
5058,7261,6710,6471,6,0,0,1.90625,1.90625,1
15314,18700,13938,16872,4,1,0,1.71875,1.71875,1
3196,5229,4953,4402,6,0,0,1.35417,1.35417,0
1770,8736,7415,6719,2,1,1,1.78125,1.78125,1
5216,17139,10657,12501,0,1,1,0.958333,0.958333,0
2803,8861,8165,8165,0,1,1,0.6875,0.6875,0
2048,8730,10809,10186,0,1,1,1.125,1.125,0
3651,10887,13763,14369,0,1,1,0.5,0.5,0
2038,8945,7794,7794,0,1,1,1.04167,1.04167,1
625,7564,6868,6172,0,1,1,0.5625,0.5625,0
5373,12808,15693,13155,0,1,1,0.697917,0.697917,0
2572,9516,12997,10351,0,1,1,0.5625,0.5625,0
2031,12780,8369,7714,1,1,1,0.666667,0.666667,1
1292,12682,7533,7533,1,1,1,0.864583,0.864583,1
2919,10816,9275,10997,0,1,1,1.02083,1.02083,0
2596,10414,12276,11580,0,1,1,0.625,0.625,0
5225,15048,17192,15171,0,1,1,0.666667,0.666667,0
8222,13072,15226,13768,4,1,1,0.895833,0.895833,1
5630,11969,11969,11273,7,1,0,1.375,1.375,1
8204,18025,16918,15444,4,1,1,1.16667,1.16667,1
3678,10552,9855,9855,2,1,1,0.947917,0.947917,1
1301,7530,6834,6834,2,1,0,1.59375,1.59375,0
7374,11862,11607,12795,0,0,0,0.5625,0.5625,0
2434,8962,7834,7834,0,1,1,0.4375,0.4375,0
935,9999,6580,6580,0,1,1,0.854167,0.854167,0
3925,10887,15065,11655,0,1,1,0,0,0
2639,11299,9367,8671,0,1,1,0.75,0.75,0
825,7028,7028,6332,0,1,1,0,0,0
5393,15298,16102,12946,0,1,1,0.427083,0.427083,0
2337,9290,8563,8563,0,1,1,0.520833,0.520833,0
2134,8184,8218,7522,2,1,1,0.541667,0.541667,1
636,8208,7537,6841,0,1,1,0.635417,0.635417,0
2091,10421,8634,8634,0,1,1,0.541667,0.541667,0
2628,11434,11012,10316,0,1,1,0.5,0.5,0
3790,18987,18858,10667,0,1,1,0.510417,0.510417,0
11841,20815,24353,21802,4,1,1,0.916667,0.916667,1
6333,15316,12828,12828,2,1,0,1.1875,1.1875,1
3616,9674,11223,8977,4,1,1,1.05208,1.05208,1
3525,9673,9673,8977,0,1,1,0.583333,0.583333,0
1438,4421,3808,3808,2,0,0,1.625,1.625,1
5903,8022,9766,8622,1,1,1,1.83333,1.83333,1
2634,4736,4556,4280,4,1,1,1.77083,1.77083,1
1672,4702,3600,3600,6,1,0,1.41667,1.41667,1
4626,6241,6148,5965,0,0,0,0.666667,0.666667,0
3117,6853,6485,5321,1,1,0,0.875,0.875,1
1015,3843,3293,3018,2,1,1,1.23438,1.23438,1
9248,15581,19145,12725,1,1,0,1.375,1.375,1
2767,5402,5952,5189,6,1,1,1.36458,1.36458,1
1290,4756,4379,4031,2,1,0,1.16667,1.16667,1
654,4306,3133,2582,6,0,0,1.09375,1.09375,1
1955,5728,5260,5442,0,1,1,1.04167,1.04167,1
2302,8508,3679,5471,7,0,0,1.3125,1.3125,0
3465,7779,5669,5393,4,0,0,1.28125,1.28125,1
12841,12949,14549,14122,5,0,0,1.79167,1.79167,1
15831,18775,18383,17340,2,1,1,1.85417,1.85417,1
1377,3422,3146,2871,5,0,0,1.66667,1.66667,1
4511,5317,5041,4766,2,1,0,1.47917,1.47917,0
1296,11652,6990,6990,6,0,0,1.5625,1.5625,1
6556,11659,15836,15836,0,1,1,1.41667,1.41667,1
2485,8903,8534,8534,0,1,1,1.10417,1.10417,0
1151,8095,7399,6703,0,1,1,0.666667,0.666667,0
4233,13415,14496,11711,0,1,1,0,0,0
2585,12460,8334,8334,5,1,1,0.75,0.75,1
564,7654,6126,6126,0,1,1,0.75,0.75,0
6860,20524,15453,13309,0,1,1,0.760417,0.760417,0
2305,9220,8524,8524,6,1,0,0.729167,0.729167,0
2517,8283,7392,6612,2,1,1,0.489583,0.489583,1
677,7459,6204,5507,0,1,1,0.802083,0.802083,1
2506,12236,10780,9853,0,1,1,0.916667,0.916667,0
2298,11991,8120,10196,0,1,1,0.25,0.25,0
4958,18793,17429,17456,0,1,1,0.46875,0.46875,0
11349,18014,16586,15890,6,1,0,0.90625,0.90625,0
10779,15852,14460,13763,0,1,1,1.07292,1.07292,1
1456,7530,6834,6137,1,1,1,1.3125,1.3125,1
3323,12197,9124,8428,0,1,1,0.791667,0.791667,1
1415,10937,6986,6986,1,1,0,1.5625,1.5625,1
5019,12629,13556,12860,2,1,0,1.875,1.875,1
3197,10562,8657,7961,0,1,1,1.47917,1.47917,0
1168,8831,6742,6742,0,1,1,1.08333,1.08333,0
4814,10984,12376,10984,0,1,1,0.333333,0.333333,0
3901,13618,10351,10351,1,1,1,0.958333,0.958333,1
340,8061,5911,5911,0,1,1,1.40625,1.40625,0
6840,14757,15812,14539,0,1,1,0.979167,0.979167,0
2141,10443,8424,8424,0,1,1,0.708333,0.708333,0
1994,9531,7749,7053,2,1,1,0.635417,0.635417,1
2704,8000,6633,6633,5,1,0,0.802083,0.802083,0
2074,8537,8126,7430,0,1,1,0.708333,0.708333,0
2602,8709,7316,6620,0,1,1,0.5,0.5,0
2919,12797,8569,7873,0,1,1,0.583333,0.583333,0
11073,18255,16060,16060,5,0,0,0.9375,0.9375,0
32286,37196,37047,37085,7,1,1,0.927083,0.927083,1
975,9368,6605,6605,1,1,1,1.16667,1.16667,1
3386,11509,9830,9134,0,1,1,0.739583,0.739583,1
6781,6727,12644,14607,0,0,0,2.03125,2.03125,1
2860,4742,4951,4951,1,0,0,1.97917,1.97917,1
10496,10805,11911,12718,2,1,1,2.3125,2.3125,1
1005,3490,3384,3384,2,1,0,2.22917,2.22917,1
1833,3826,3960,4196,4,0,0,1.29167,1.29167,0
18373,17744,18381,18381,7,1,1,1.47917,1.47917,1
12121,14376,13166,14152,1,0,0,1.73958,1.73958,1
2462,5100,6757,5763,2,1,0,1.66667,1.66667,1
7896,5873,5402,5748,2,0,0,1.58333,1.58333,1
2861,3805,4153,3944,2,0,0,1.3125,1.3125,1
2662,4537,4715,4506,1,0,0,1.34375,1.34375,1
2479,5156,7909,5265,0,0,0,1.54688,1.54688,1
1943,4009,4034,3616,2,0,0,1.6875,1.6875,1
15329,9391,11105,10477,1,0,0,1.82292,1.82292,1
14129,6196,8287,5921,1,1,1,2,2,1
3141,6292,6134,5367,4,0,0,1.71875,1.71875,1
2287,3507,4134,3716,2,0,0,1.83333,1.83333,1
8584,10851,17284,17651,1,0,0,1.4375,1.4375,1
2332,5016,5016,5567,1,0,0,1.83333,1.83333,1
2984,5230,4679,4404,7,1,1,1.89583,1.89583,1
1132,4381,3970,3694,0,1,0,1.60417,1.60417,1
2468,5658,6193,6952,0,0,0,0.875,0.875,0
12560,14264,14264,13989,5,1,1,0.979167,0.979167,1
995,3681,3474,3199,6,0,0,1.64062,1.64062,1
17305,15804,19544,16090,7,0,0,1.52083,1.52083,1
2247,5151,6304,5052,6,1,1,1.54167,1.54167,1
5796,10386,7414,7502,1,1,1,1.32292,1.32292,1
810,3622,3375,3071,6,1,1,1.20833,1.20833,1
2052,4991,4655,4639,2,0,0,1.07292,1.07292,0
1029,3305,3379,3104,1,1,0,1.70312,1.70312,0
1756,4811,3720,3720,7,1,0,1.45833,1.45833,1
