@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
2582,7899,8596,7899,1,0,0,2.1875,2.1875,1
6249,12516,12516,11820,6,0,0,1.85417,1.85417,1
5178,12972,18774,15822,0,1,1,1.625,1.625,0
1274,7906,7606,7606,7,1,1,1.875,1.875,1
4671,11643,12085,12233,1,1,1,1.71875,1.71875,1
3726,11329,9989,12437,4,0,0,1.88542,1.88542,1
27846,18811,19671,19573,2,1,1,1.8125,1.8125,1
35051,15072,21573,21218,6,1,1,1.67708,1.67708,1
2306,10170,9270,8573,1,1,1,1.33333,1.33333,1
36546,44849,45087,34088,2,1,1,2.0625,2.0625,1
6000,10305,14440,14079,5,0,0,1.55208,1.55208,0
3110,7893,10092,9363,6,1,1,1.57292,1.57292,1
18138,20307,25262,24937,6,1,1,1.76042,1.76042,1
2277,7516,6998,6123,6,1,0,1.8125,1.8125,1
3641,13550,9412,14480,2,0,0,1.6875,1.6875,1
4713,6917,6641,6366,6,0,0,1.5625,1.5625,1
4845,7070,7252,6740,2,1,1,1.9375,1.9375,1
14170,12720,13621,17546,2,0,0,2.3125,2.3125,1
893,3239,3822,3738,5,0,0,2.60417,2.60417,1
13439,12618,23074,14735,6,0,0,2.33333,2.33333,1
8833,7107,9501,10724,7,0,0,1.79167,1.79167,0
570,3041,3626,3365,7,0,0,2.14062,2.14062,1
27459,11698,13901,14291,7,1,1,2.15625,2.15625,1
10409,9959,14056,7235,1,1,1,2.25,2.25,1
1178,2831,4208,2555,2,1,0,2.17708,2.17708,1
9728,10512,12401,9182,6,0,0,1.8125,1.8125,1
2219,4423,4417,3192,2,1,0,1.55208,1.55208,1
948,2849,3102,2533,6,1,1,2.26562,2.26562,1
917,3537,3121,2570,7,1,1,2.16667,2.16667,1
3347,5321,5846,5597,2,1,1,2.13542,2.13542,1
857,3456,3731,3306,5,0,0,2.14583,2.14583,1
1483,3411,4138,3411,6,1,1,2.22917,2.22917,1
3245,3721,6342,4308,2,1,1,2.125,2.125,1
4230,13191,10475,9779,6,0,0,1.3125,1.3125,1
5544,14006,12542,10418,7,1,1,1.66667,1.66667,1
1483,7798,7798,7092,7,0,0,2.22917,2.22917,1
2028,8109,8295,8109,5,1,1,2.20833,2.20833,1
10985,20260,23100,20956,6,1,1,1.97917,1.97917,1
9674,13962,17457,17177,5,0,0,1,1,0
2433,7612,8004,7308,1,1,0,1.92188,1.92188,1
13937,21729,26121,29961,2,1,1,1.83333,1.83333,1
15112,14732,16343,16249,2,0,0,2.02083,2.02083,0
2721,10737,13971,8929,6,0,0,1.44792,1.44792,1
12138,17971,50634,19096,2,0,0,1.5625,1.5625,1
2010,8974,7581,6188,2,1,0,1.26042,1.26042,1
1439,12558,7967,7279,6,1,1,2.10938,2.10938,1
1369,8948,8319,8091,0,0,0,1.46875,1.46875,0
7285,18262,19594,18275,2,1,1,1.33333,1.33333,1
1791,8193,8901,7496,2,0,0,1.45833,1.45833,1
1184,9030,8844,7451,7,1,1,1.67708,1.67708,1
3338,7048,10592,8948,7,0,0,1.70833,1.70833,1
4899,13116,10470,9774,6,0,0,1.875,1.875,1
6036,11376,13401,11705,2,1,1,1.97917,1.97917,1
17868,43220,46006,43800,2,1,1,2.1875,2.1875,1
1554,7858,7162,7162,2,0,0,2.375,2.375,1
7819,12758,14292,12758,2,0,0,2.08333,2.08333,0
3652,11861,11249,10553,0,1,1,0.5625,0.5625,0
1198,7931,6769,7231,4,1,1,2.14062,2.14062,1
20864,21142,24508,24843,2,1,1,1.95833,1.95833,1
4343,6875,7571,7598,7,0,0,1.97917,1.97917,1
1135,7449,9205,9072,2,0,0,1.58333,1.58333,0
9841,7927,12735,10016,6,1,1,1.09375,1.09375,1
3269,7256,9345,8379,1,0,0,1.3125,1.3125,1
2038,7462,6881,5481,1,1,1,1.875,1.875,1
902,7125,6572,5179,4,1,1,1.72917,1.72917,1
2174,7680,7804,7119,4,0,0,1.53125,1.53125,1
1847,7297,6669,5947,0,0,0,1.63542,1.63542,0
1696,6934,9354,8658,7,1,1,1.53125,1.53125,1
2555,7915,8612,7219,7,1,0,1.94792,1.94792,1
8667,9445,9892,10728,7,0,0,2.125,2.125,1
905,1245,1132,1226,1,0,0,2.33333,2.33333,1
4057,4692,4955,4227,1,0,0,2.64583,2.64583,1
4281,3941,3774,4617,2,1,0,2.02083,2.02083,1
5545,5282,5408,5652,2,0,0,2.60417,2.60417,1
1492,1887,1832,2481,2,0,0,2.60417,2.60417,1
1856,1181,2321,2262,2,1,0,2.42188,2.42188,1
6797,5890,6249,5039,5,0,0,2.59375,2.59375,1
7567,4286,10610,4739,6,0,0,2.67708,2.67708,1
4292,6592,6174,5965,7,0,0,2.4375,2.4375,1
2668,4375,4902,3550,6,1,1,2.1875,2.1875,1
19985,23660,19470,29819,2,0,0,2.39583,2.39583,1
1467,2567,3292,3009,5,0,0,2.70833,2.70833,1
8378,9053,8785,9175,2,0,0,2.58333,2.58333,1
10340,5438,7088,7532,4,0,0,2,2,1
21435,15741,14234,14671,5,1,1,2.29167,2.29167,1
7413,8249,8668,7770,2,1,1,2.40625,2.40625,1
829,3538,3120,2911,6,0,0,2.375,2.375,1
3342,4296,4792,4538,1,1,1,2.0625,2.0625,1
3369,3618,5527,6213,1,0,0,2.20833,2.20833,1
884,2238,2877,2447,7,1,0,2.32812,2.32812,1
9235,7841,8273,8305,1,1,0,2.30208,2.30208,1
7109,9486,7923,8434,6,0,0,2.35417,2.35417,1
10435,14448,10537,9517,2,1,0,2.19792,2.19792,1
11342,11114,13205,13673,7,0,0,2.26042,2.26042,1
3792,3884,5199,4266,2,0,0,2.3125,2.3125,1
4509,7178,7058,6621,2,0,0,2.09375,2.09375,1
2233,4987,4712,4436,2,1,1,1.79167,1.79167,1
9286,7789,10938,10938,2,1,1,2.41667,2.41667,1
877,3390,3347,3118,7,0,0,2.52083,2.52083,1
15262,12316,16914,13239,2,0,0,2.25,2.25,1
4708,4975,7303,9160,5,0,0,1.75,1.75,0
17773,20741,14130,16205,2,1,1,2.125,2.125,1
28316,12044,13229,13229,4,0,0,2.14583,2.14583,1
3632,5560,5818,5284,7,0,0,2.3125,2.3125,1
1499,4227,4637,3728,2,0,0,2.07292,2.07292,1
2046,4250,4250,4083,1,1,0,1.75,1.75,1
3565,5442,8378,6934,1,0,0,1.71875,1.71875,1
1170,3181,4748,4472,2,0,0,1.98438,1.98438,1
29369,27377,34183,35805,2,1,0,2.10417,2.10417,1
1723,5028,4692,4694,2,0,0,2.08333,2.08333,1
2286,4978,4489,4375,6,0,0,1.9375,1.9375,1
11728,11122,14109,11533,7,1,0,2,2,1
2851,5941,6950,5237,7,1,0,2.17708,2.17708,1
4764,11229,12923,10335,2,0,0,1.71875,1.71875,0
2242,9605,13520,13086,2,0,0,1.47917,1.47917,1
4296,7565,9171,9712,2,1,1,1.97917,1.97917,1
1409,9089,7700,7004,7,1,1,2.375,2.375,1
8491,13655,24208,15659,2,1,1,2.08333,2.08333,1
2858,10555,10538,9842,0,1,1,0.979167,0.979167,0
10227,13628,16217,12684,2,1,1,1.53125,1.53125,1
33178,20055,24764,23005,6,1,1,1.57292,1.57292,1
3145,6866,9348,8511,7,1,1,1.90625,1.90625,1
1895,6050,7466,6073,2,1,0,1.65625,1.65625,0
2661,8231,6839,5446,1,1,1,1.22917,1.22917,1
2259,10191,8200,6774,1,0,0,1.60417,1.60417,1
1006,7905,6512,5138,2,0,0,1.76562,1.76562,1
7194,13562,19927,16771,2,0,0,1.83333,1.83333,1
2737,8839,8363,7665,4,0,0,1.5625,1.5625,1
1601,9178,6529,5832,4,1,1,1.45833,1.45833,1
4484,11117,13051,8798,7,1,0,1.63542,1.63542,1
4106,9245,9245,8549,2,0,0,2,2,1
4160,13373,9781,9084,2,1,1,1.6875,1.6875,1
1571,8929,6840,6144,6,1,1,2.10417,2.10417,1
6579,14351,14729,12110,2,1,0,2.02083,2.02083,1
1656,8575,7182,6486,5,1,1,2.125,2.125,1
10415,15534,15460,14082,2,0,0,1.77083,1.77083,1
4544,11025,14027,10876,4,1,0,0.958333,0.958333,0
22941,36744,43124,41307,1,1,1,2.03125,2.03125,1
27031,20934,24416,26656,2,1,1,1.95833,1.95833,1
3686,10003,9078,8382,2,1,1,1.80208,1.80208,1
1880,8127,8283,7862,7,1,1,1.46875,1.46875,1
2093,7663,6967,5574,6,1,0,1.41667,1.41667,1
3828,9398,8714,7847,5,1,1,1.5,1.5,1
985,12023,7274,7121,6,1,1,1.625,1.625,1
14419,14882,18146,19060,7,1,1,1.91667,1.91667,1
5710,12016,19205,12788,2,1,1,1.66667,1.66667,1
1450,9024,7504,7773,5,1,1,1.46875,1.46875,1
11708,15523,17278,16582,7,1,1,1.57292,1.57292,1
4930,10682,10390,9647,2,1,0,1.77083,1.77083,1
4663,7443,6867,6591,7,0,0,2.40625,2.40625,1
14823,9809,13778,14510,1,0,0,2.04167,2.04167,1
9995,9669,9500,10027,7,0,0,2.3125,2.3125,1
1943,4422,4147,4168,5,0,0,2.41667,2.41667,1
7438,7532,9091,9091,6,1,0,2.20833,2.20833,1
2494,4697,4146,5523,2,0,0,1.85417,1.85417,1
2949,4823,7006,6342,1,0,0,2.1875,2.1875,1
1728,5033,4207,3932,7,0,0,2.16667,2.16667,1
6860,10972,8237,8791,6,1,1,2.11458,2.11458,1
1013,4863,3567,3064,1,1,0,1.97917,1.97917,1
3193,5436,6846,5193,6,0,0,1.875,1.875,1
4760,6569,6137,6137,1,1,0,1.875,1.875,1
6352,7172,8004,8004,7,1,1,2.01562,2.01562,1
10383,5880,6890,6313,4,1,0,2.1875,2.1875,1
3779,6405,5982,5707,6,0,0,2.02083,2.02083,1
31770,21198,28858,23758,2,0,0,1.89583,1.89583,1
1957,4069,5828,5828,7,1,0,1.94792,1.94792,1
6201,7578,10643,7515,6,0,0,2.09375,2.09375,1
7303,11481,14963,12178,7,1,1,1.9375,1.9375,1
4115,12040,14370,16745,5,1,0,1.85417,1.85417,1
15744,15008,16939,13616,2,0,0,1.95833,1.95833,1
1867,8831,8134,7438,5,1,1,2.04167,2.04167,1
7413,10885,14782,12278,6,0,0,1.58333,1.58333,0
4053,9774,13485,13863,4,1,0,0.958333,0.958333,0
8370,17558,18229,18255,1,0,0,1.98438,1.98438,1
3943,10293,10210,10200,5,1,1,1.78125,1.78125,1
4083,11652,9949,8556,2,1,1,1.83333,1.83333,1
1531,9572,7102,6406,6,0,0,1.26042,1.26042,1
2109,11650,8119,6440,6,1,1,1.17708,1.17708,1
3958,12753,14093,9272,1,1,0,1.3125,1.3125,1
5294,12450,10684,10362,6,1,1,1.71875,1.71875,1
3365,12223,12020,14380,6,0,0,1.86458,1.86458,1
8213,10789,15663,14270,6,1,0,1.64583,1.64583,1
45938,46760,51020,35421,4,1,1,1.47917,1.47917,1
5235,13289,18237,19809,7,1,1,1.75,1.75,1
5030,13149,14007,11310,2,1,1,1.73958,1.73958,1
7104,12156,11325,11978,7,1,1,2.28125,2.28125,1
2934,13759,17641,13787,7,0,0,2.10417,2.10417,1
11737,17609,19344,21743,7,1,1,1.875,1.875,1
6049,11201,15920,15852,1,0,0,2.125,2.125,0
5190,12409,14463,13286,6,1,0,1.39583,1.39583,1
3527,7939,10831,10028,0,1,1,1.72917,1.72917,1
2080,8369,8448,8448,7,1,1,2.0625,2.0625,1
2697,10040,13091,11689,5,1,0,1.80208,1.80208,1
8612,13231,18000,19089,6,1,1,1.39583,1.39583,1
1967,6841,8234,7537,4,0,0,1.45833,1.45833,0
5935,15377,14549,13853,6,1,1,1.19792,1.19792,1
7232,12728,13948,11410,6,1,1,1.79167,1.79167,1
1025,7105,7144,6448,1,1,1,1.82812,1.82812,1
10979,12560,11039,10343,0,1,0,1.79167,1.79167,1
8276,13634,12454,12454,5,1,1,1.42708,1.42708,1
44032,35310,33605,30061,4,1,0,1.41667,1.41667,1
2293,8995,7085,6465,7,1,1,1.5625,1.5625,1
7146,13788,11120,9727,6,1,1,1.73958,1.73958,1
3375,3158,3777,3520,5,0,0,2.75,2.75,1
6904,6357,9387,7012,2,0,0,2.375,2.375,1
1282,1599,1546,1542,1,1,1,2.58333,2.58333,1
6775,6945,8614,7262,1,0,0,2.64583,2.64583,1
6099,5040,5508,5201,1,0,0,2.45833,2.45833,1
2434,2611,2830,3011,2,0,0,2.59375,2.59375,1
11329,9757,8137,9258,5,1,0,2.53125,2.53125,1
614,947,858,959,6,0,0,2.57292,2.57292,1
715,885,942,1111,2,0,0,2.57292,2.57292,1
6883,5959,5637,7442,6,0,0,2.4375,2.4375,1
2018,4414,5200,5527,1,0,0,2.5625,2.5625,1
4747,6211,7256,6002,7,1,0,2.3125,2.3125,1
1906,3997,3370,3161,2,1,1,2.1875,2.1875,1
15699,13454,14332,13194,5,1,1,2.375,2.375,1
5066,4851,5818,7343,2,1,1,2.5625,2.5625,1
2572,4454,4245,4454,7,1,0,2.125,2.125,1
20137,11813,11915,11780,4,0,0,2.21875,2.21875,1
4489,5890,5744,5535,5,0,0,2.16667,2.16667,1
1133,2732,2770,2056,2,1,1,2.13542,2.13542,1
922,2269,2595,2595,6,1,0,2.3125,2.3125,1
10207,10579,12394,10698,6,0,0,2.16667,2.16667,1
7304,7699,9462,11406,1,0,0,2.01042,2.01042,1
27196,26363,33807,31711,7,0,0,2.40625,2.40625,1
1177,2749,3768,3524,7,0,0,2.41667,2.41667,1
1057,2643,3270,3270,6,0,0,2.19792,2.19792,1
4798,6032,7098,6471,4,1,1,2.1875,2.1875,1
7723,8691,7775,8184,6,1,0,2.32292,2.32292,1
2337,3691,7293,4010,7,0,0,2.125,2.125,1
4353,5003,6119,5235,7,0,0,2.46875,2.46875,1
9272,16990,16164,17602,1,1,0,1.95833,1.95833,1
13094,15233,17896,17045,1,0,0,2.02083,2.02083,1
8931,13132,9542,8139,1,1,0,2.29167,2.29167,1
5275,8702,6652,8029,2,0,0,2.16667,2.16667,1
2910,5476,6597,6977,0,1,1,1.77083,1.77083,1
25772,17586,22798,20229,2,0,0,2.23438,2.23438,1
14501,7514,9442,9442,5,0,0,2.01042,2.01042,1
2782,5261,4986,4710,7,1,1,2,2,1
1432,3773,3286,3010,2,0,0,2.02083,2.02083,1
4024,4727,6379,4451,6,1,0,1.92708,1.92708,1
9926,8330,10533,9191,1,1,0,1.82292,1.82292,1
680,2724,3002,2734,6,1,0,2.28125,2.28125,1
1078,2941,3105,2658,1,1,0,2.13542,2.13542,1
1759,4542,3796,3566,2,0,0,2.11458,2.11458,1
19212,16916,21140,21243,2,1,0,1.98958,1.98958,1
1705,3795,4511,4602,1,1,1,2.05208,2.05208,1
2044,4247,3972,3696,7,1,0,2.01042,2.01042,1
7060,11070,15248,14311,7,0,0,2.34375,2.34375,1
1747,7230,7390,6694,2,1,1,1.83333,1.83333,1
43519,19655,17326,30820,1,1,1,1.91667,1.91667,1
10207,15687,18448,20139,1,1,1,2.14583,2.14583,1
9314,18435,26585,21220,2,0,0,1.85417,1.85417,1
2906,7504,8872,8176,0,1,1,1.6875,1.6875,1
19687,32576,38901,36886,2,0,0,2.0625,2.0625,1
6311,11773,12422,11940,1,1,1,1.8125,1.8125,1
3865,9435,8739,8043,6,0,0,1.66667,1.66667,1
1647,7130,5781,5084,2,1,0,1.76042,1.76042,1
2348,8683,6610,5893,2,1,0,1.53125,1.53125,1
7330,13573,11041,14267,6,1,0,1.67708,1.67708,1
857,7124,5732,5188,6,0,0,1.78125,1.78125,0
5683,16532,11100,11966,1,1,0,1.5,1.5,1
2289,10672,7574,6181,6,1,1,1.66667,1.66667,1
33426,28621,31949,30933,7,1,0,1.55208,1.55208,1
1833,10161,6680,5287,2,1,1,1.67708,1.67708,1
2726,15440,9434,10777,6,1,1,1.66667,1.66667,1
3966,12411,11627,9537,7,1,1,2.0625,2.0625,1
6904,13867,14953,12474,0,1,1,1.6875,1.6875,1
4601,14491,15696,15683,1,1,1,1.4375,1.4375,1
22370,15931,20392,15652,1,1,1,1.9375,1.9375,1
1581,10000,8645,8996,2,0,0,1.83333,1.83333,1
2756,11094,8788,9414,0,1,1,1.29167,1.29167,0
8504,14005,14005,13108,6,0,0,1.96875,1.96875,1
9862,20844,18403,17706,0,1,1,1.70833,1.70833,1
5462,10911,14545,10516,7,1,1,1.66667,1.66667,1
2205,8397,7802,7128,5,0,0,1.8125,1.8125,1
7285,15128,14431,14950,6,1,1,1.33333,1.33333,1
5206,11137,12073,12684,5,0,0,1.44792,1.44792,1
2436,8492,8604,6883,7,1,0,1.95312,1.95312,1
1604,11366,7883,6486,1,0,0,1.77083,1.77083,1
1556,7835,7129,6433,4,0,0,1.52083,1.52083,1
9897,14625,18813,18117,4,1,1,1.5,1.5,1
2224,10580,8491,7117,1,1,1,1.57292,1.57292,1
2378,12462,8089,7393,2,0,0,1.52083,1.52083,0
4502,5443,6706,6430,2,0,0,2.28125,2.28125,1
4508,7314,6712,6436,2,0,0,1.91667,1.91667,1
955,4447,5142,4429,7,1,1,1.875,1.875,1
19675,19009,22590,12529,5,1,1,2.25,2.25,1
4418,6798,6346,6070,2,0,0,2.20833,2.20833,1
3032,6023,6024,5460,2,1,1,1.83333,1.83333,1
3517,5280,5720,5408,6,1,1,2.0625,2.0625,1
4937,6881,7140,6589,7,0,0,1.88542,1.88542,1
1014,3165,4781,3637,6,0,0,1.98958,1.98958,1
3464,4650,5392,4841,2,0,0,2.14583,2.14583,1
2464,3564,5816,5587,6,0,0,2.10417,2.10417,1
2395,9891,10537,6306,1,0,0,2.05208,2.05208,1
2192,3745,4807,4531,6,0,0,2.15625,2.15625,1
1803,3352,4091,3701,2,0,0,1.92708,1.92708,1
923,3817,3824,3549,5,0,0,1.8125,1.8125,1
5479,8644,7481,8346,1,1,1,1.94792,1.94792,1
7834,9013,10932,10657,6,1,1,2.30208,2.30208,1
3520,5885,5448,5172,2,0,0,2.17708,2.17708,1
3083,7958,7958,7958,2,1,0,2,2,1
5585,10416,12737,11112,7,1,1,1.54167,1.54167,1
1648,8538,7482,6786,7,1,1,1.58333,1.58333,1
8929,19939,25074,23133,5,1,1,2.125,2.125,1
3607,10245,11544,9548,2,1,0,1.72917,1.72917,1
2900,10407,8617,7921,0,0,0,1.4375,1.4375,0
3258,10344,10808,9648,6,1,1,1.85938,1.85938,1
5141,12307,11740,10913,0,1,1,1.61458,1.61458,1
1023,7256,7256,5880,6,1,1,1.58333,1.58333,1
3771,7009,7705,7009,2,0,0,1.79167,1.79167,1
6631,13601,19826,14918,6,1,0,1.375,1.375,1
3773,10651,11177,9784,5,1,1,1.5625,1.5625,1
3510,8384,9875,8384,2,1,0,1.8125,1.8125,1
1705,7962,7953,7250,2,0,0,1.60417,1.60417,0
825,7775,7816,6423,5,1,1,1.29167,1.29167,1
7859,10191,10191,9305,2,1,1,1.6875,1.6875,1
7379,12389,15919,13622,6,1,1,1.875,1.875,1
2705,9423,10931,8031,2,0,0,1.82292,1.82292,1
2413,11642,8751,8332,6,0,0,2.09375,2.09375,1
4218,11390,9789,9789,2,1,0,1.85417,1.85417,1
1089,7735,7735,7039,1,1,1,1.875,1.875,1
11657,14361,14361,13665,6,1,1,2.27083,2.27083,1
10545,20711,20711,20015,2,1,1,2.0625,2.0625,1
3231,9664,9501,9037,0,1,1,1.70833,1.70833,0
2855,8128,8426,7033,1,1,0,1.90625,1.90625,1
4858,11798,9931,8713,7,1,1,1.82292,1.82292,1
1782,7325,7994,5509,6,0,0,1.67708,1.67708,1
17118,22355,21659,20962,2,1,0,1.97917,1.97917,1
3051,10382,8946,6048,6,0,0,1.66667,1.66667,1
3069,10420,9992,6372,1,0,0,1.64583,1.64583,1
2630,9466,8176,7479,2,0,0,1.75,1.75,1
5773,9808,17383,12236,1,1,1,1.59375,1.59375,1
146,6431,5751,4358,0,1,1,1.44792,1.44792,1
32658,30866,44340,32277,2,1,1,1.83333,1.83333,1
1360,6979,6984,5591,7,1,1,1.94792,1.94792,1
5914,10788,12181,10788,2,1,1,1.78125,1.78125,1
8401,9236,9446,9067,1,0,0,2.5625,2.5625,1
5637,7163,8011,7310,7,1,1,2.54167,2.54167,1
1867,3411,2771,2759,4,0,0,2.02083,2.02083,1
4432,4619,6435,5594,5,1,1,2.20833,2.20833,1
4725,6607,6398,6398,6,0,0,2.52083,2.52083,1
15178,20361,17541,20285,2,1,1,2.33333,2.33333,1
4233,5104,6640,5488,2,0,0,2.35938,2.35938,1
6019,7274,7274,7099,1,0,0,2.16667,2.16667,1
3072,4223,5026,3882,6,0,0,2.36458,2.36458,1
4827,6593,8454,6782,1,1,0,2.27083,2.27083,1
873,2761,3010,3010,6,0,0,2.40625,2.40625,1
581,2402,2672,2626,1,0,0,2.29167,2.29167,1
22945,24456,20119,24933,6,1,0,2.29167,2.29167,1
3582,4513,7237,6344,6,0,0,2.35417,2.35417,1
12206,12593,13879,13670,7,0,0,2.17708,2.17708,1
1398,5117,6229,5624,6,0,0,2.40625,2.40625,1
5538,8153,7742,7466,2,1,0,2.08333,2.08333,1
1532,3115,4750,3814,5,1,0,1.91667,1.91667,1
18448,22515,19931,24364,2,1,1,2.16667,2.16667,1
5321,6537,7249,6682,6,0,0,2.25,2.25,1
11559,10062,9208,10297,2,1,1,2.02083,2.02083,1
3046,5622,8324,7274,6,0,0,1.98438,1.98438,1
7256,7638,8381,9842,2,0,0,1.96875,1.96875,1
3046,4423,5800,4699,2,1,0,2.08333,2.08333,1
7010,8018,8761,8867,6,0,0,2.15625,2.15625,1
16512,14828,12324,10780,2,1,0,2.23958,2.23958,1
4437,5612,6640,5552,1,0,0,2.08333,2.08333,1
5604,8030,10525,8360,4,0,0,2.17188,2.17188,1
9181,6826,9580,8056,4,1,1,1.96875,1.96875,1
2125,3169,4167,4706,7,1,1,1.97917,1.97917,1
16056,18448,22151,18678,2,1,1,2.05208,2.05208,1
2218,4630,6980,4975,7,0,0,2.1875,2.1875,1
5276,6250,7740,6545,7,0,0,2,2,1
6038,11519,13871,11188,2,0,0,2.21875,2.21875,1
5233,14770,11649,10953,2,1,1,2,2,1
1490,10726,13591,10393,1,1,1,1.875,1.875,1
18875,27366,29223,28870,6,1,1,2.02083,2.02083,1
5266,16299,18558,16019,2,1,1,2.16667,2.16667,1
5137,12961,15712,11542,0,1,1,1.91667,1.91667,0
4756,9627,11284,8332,4,0,0,1.875,1.875,1
4664,9884,9898,9201,2,1,1,1.875,1.875,1
3508,10795,9944,10099,6,1,1,1.84375,1.84375,1
17974,19452,19130,18896,5,0,0,1.95833,1.95833,1
4609,11381,9766,8787,6,0,0,1.67708,1.67708,1
5217,15584,10148,8356,1,1,1,1.65625,1.65625,1
5866,10465,13751,12641,6,0,0,1.95312,1.95312,1
2503,8161,8857,7465,0,1,1,1.67708,1.67708,0
428,5917,7199,5806,2,1,1,1.44792,1.44792,1
13283,24762,23656,19854,4,1,1,1.875,1.875,1
1339,11447,7403,5517,2,0,0,2.04167,2.04167,1
6434,13051,13559,12166,7,1,1,1.875,1.875,1
2028,9572,7499,6803,6,0,0,2.25,2.25,1
5872,17072,10747,10050,2,1,0,1.60417,1.60417,1
1472,7043,5650,4954,7,1,1,1.70833,1.70833,1
23681,9993,14627,12704,2,1,1,1.83333,1.83333,1
5400,12984,15460,11775,6,1,1,1.79167,1.79167,1
16242,17623,16447,15379,0,1,1,1.79167,1.79167,1
4213,9439,8473,8722,6,1,0,1.625,1.625,1
4875,9750,9053,8357,6,1,1,1.67708,1.67708,1
3134,8209,7513,6855,2,1,0,1.71875,1.71875,1
8810,13887,16841,11595,5,0,0,1.73958,1.73958,1
